Taxonomy	Sample1	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample2	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample3	Sample30	Sample31	Sample32	Sample33	Sample34	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Tax_detail
Rothia	0	0.00744416873449132	0.0184718723761545	0.00470809792843691	0	0.0918946824987093	0.0383141762452107	0.0228542407313357	0.0384615384615385	0.0121711817824892	0	0	0	0	0	0.0346505742651353	0.00809716599190283	0.00900900900900901	0.00937725414763164	0	0.0051150895140665	0.00976021207374382	0	0.00847543133891636	0.0583379196477711	0.0156703424260012	0.0371969445366988	0.00540925266903915	0	0.00356234096692112	0.0123702231058096	0.0057618437900128	0.00217594031706559	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia;
[Eubacterium]-eligens-group	0	0	0	0	0	0	0	0	0	0	0	0.0556190041114664	0.0259975816203144	0.00832562442183164	0.027239082161362	0	0.00269905533063428	0	0	0	0	0	0.0419086089371371	0	0	0	0	0	0.0845518118245391	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Eubacterium]-eligens-group;
Akkermansia	0.0823429541595925	0	0	0	0	0	0	0	0	0	0	0.00365463682046597	0.000362756952841596	0.000925069380203515	0	0	0	0	0	0	0	0	0.00113607674829588	0	0	0	0	0	0.0256834075015893	0	0	0	0	0.0250817884405671	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;
Alloprevotella	0	0.00496277915632754	0.00587741393786734	0.0564971751412429	0.00913705583756345	0.00154878678368611	0	0.0218384966988319	0.00515947467166979	0.00157047506870828	0	0	0	0	0	0.00272532606579716	0.00472334682860999	0.00982800982800983	0.0283722048569368	0	0.00255754475703325	0.0108446800819376	0	0.0192715164968217	0	0.00217643644805572	0.00714048488874128	0.0812811387900356	0	0.00407124681933842	0.023194168323393	0.00928297055057618	0.0124339446689462	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;
Prevotella	0	0.0033085194375517	0.00671704450041982	0.00282485875706215	0	0.0351058337635519	0.00383141762452107	0.00609446419502285	0.00609756097560976	0.0235571260306243	0.00786749482401656	0	0	0	0	0.0140159626240997	0	0	0.0581870641981245	0.00390930414386239	0.00639386189258312	0.00325340402458128	0	0.0184643325597821	0.0165107319757843	0.00885084155542658	0.0114579873796081	0.0802846975088968	0.010425937698665	0	0.00817318312348133	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;
Psychrobacter	0	0	0	0	0.0791878172588832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036231884057971	0	0	0	0	0	0	0	0	0	0.00485973050585377	0	0.0422754118744172	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;
Phascolarctobacterium	0.0758347481607244	0	0	0	0	0	0	0	0	0	0.0335403726708075	0.0550479671082686	0.0172914147521161	0.0146469318532223	0.0127313101406366	0	0.00337381916329285	0.00122850122850123	0	0.0273651290070367	0.000639386189258312	0	0.01931330472103	0	0	0	0	0	0.0186904005085823	0	0	0	0	0.0730643402399128	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Phascolarctobacterium;
Parabacteroides	0	0	0	0	0	0	0	0	0	0	0.0157349896480331	0	0.0261185006045949	0.0755473327166204	0.028719467061436	0	0	0	0	0.0172009382329945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;
Lachnospira	0.0172608941709111	0	0	0	0	0	0	0	0	0	0.00179434092477571	0.0206715395157606	0.00931076178960097	0.0390070921985816	0.0692820133234641	0	0	0	0	0	0	0	0.0148952284776572	0	0	0	0	0	0	0	0	0	0	0.0229007633587786	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;
Peptoniphilus	0	0.0206782464846981	0.0201511335012594	0.00753295668549906	0	0	0	0	0	0	0.00138026224982747	0	0	0	0	0.000778664590227759	0.0499325236167341	0.024979524979525	0.00817504207742246	0	0.055306905370844	0.0100012049644535	0	0.00807183937039653	0	0	0	0	0	0.0267175572519084	0.010382151535233	0.00992317541613316	0.00404103201740752	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family-XI;g__Peptoniphilus;
Flectobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00240442414041837	0	0	0	0	0.0550903037029563	0	0	0	0	0	0	0	0	0.00248678893378924	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Flectobacillus;
Pedobacter	0	0.00165425971877585	0	0.0263653483992467	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00696150696150696	0	0	0.00372975277067349	0.0044583684781299	0	0	0	0	0	0	0	0	0.0015462778882262	0.0547375160051216	0.00777121541809139	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;
Alistipes	0	0	0	0	0	0	0	0	0	0	0.0173913043478261	0.000685244403837369	0.041596130592503	0.0531914893617021	0.0328645447816432	0	0	0	0	0.0242376856919468	0	0	0.000631153749053269	0	0	0	0	0	0.000508582326764145	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;
Anaerococcus	0	0.0388751033912324	0.0486985726280437	0.0131826741996234	0.0101522842639594	0	0	0	0	0	0	0	0	0	0	0.00136266303289858	0.0350877192982456	0.0475020475020475	0.0120221207020918	0	0.0451832907075874	0.0367514158332329	0	0.0135203309454142	0	0	0	0	0	0.0353689567430025	0.0379942566821294	0.0134443021766965	0.00932545850170967	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family-XI;g__Anaerococcus;
Oceanivirga	0	0.00744416873449132	0.00419815281276238	0.00847457627118644	0.0152284263959391	0	0	0	0	0	0	0	0	0	0	0	0.0168690958164642	0.00368550368550369	0	0	0.0457161125319693	0.00168695023496807	0	0.000403591968519826	0	0	0	0	0	0.0300254452926209	0.0110448420587586	0.0179257362355954	0.0155424308361828	0	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Oceanivirga;
Lactococcus	0	0	0.0285474391267842	0	0.00710659898477157	0	0	0	0	0	0	0	0	0	0	0	0.0452091767881242	0.0110565110565111	0	0	0.0244032395566922	0.0119291480901313	0	0.00030269397638987	0	0	0	0	0	0.00254452926208651	0.0296001767174729	0	0.00683866956792042	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;
Escherichia-Shigella	0.0346632710809281	0	0	0	0	0	0	0	0	0	0.0082815734989648	0	0.000725513905683192	0	0.00074019245003701	0	0	0	0	0.00469116497263487	0	0	0.0239838424640242	0	0	0	0	0	0.00483153210425938	0	0	0	0.00994715573515698	0.044711014176663	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia-Shigella;
Moraxella	0	0	0	0.00659133709981168	0.0446700507614213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00341005967604433	0.00397638269671045	0	0	0	0	0	0	0	0.00279898218829517	0	0.0102432778489117	0.0394777743239043	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;
Finegoldia	0	0.0140612076095947	0.0134340890008396	0	0	0	0	0	0	0	0.00151828847481021	0	0	0	0	0.00214132762312634	0.0290148448043185	0.018018018018018	0.0105794662178408	0	0.0429454390451833	0.0121701409808411	0	0.00998890122086571	0	0	0	0	0	0.0183206106870229	0.00574331787055445	0.00448143405889885	0.00497357786757849	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family-XI;g__Finegoldia;
Lautropia	0	0	0	0	0.00609137055837563	0	0	0	0.00281425891181989	0	0	0	0	0	0	0	0	0.00655200655200655	0.041356095215196	0	0.00191815856777494	0.00518134715025907	0	0.0190697205125618	0	0.00319210679048172	0.000830288940551312	0.000427046263345196	0	0.00356234096692112	0	0	0.0118122474354989	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Lautropia;
Prevotellaceae-Ga6A1-group	0.0166949632144878	0	0	0	0.00304568527918782	0	0	0	0	0	0	0.0341480127912289	0	0	0	0	0	0	0	0	0.00106564364876385	0	0.00971976773542035	0	0	0	0	0	0.00483153210425938	0	0	0	0.00124339446689462	0.0185387131952017	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae-Ga6A1-group;
Blautia	0.0100452744765139	0	0	0.012241054613936	0	0	0	0	0	0	0.0104899930986888	0.0331201461854728	0.00870616686819831	0.00493370336108541	0.00458919319022946	0	0	0	0	0.017982799061767	0.00223785166240409	0.00313290757922641	0.0183034587225448	0	0	0	0	0	0.0191989828353465	0.00203562340966921	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;
Corynebacterium	0	0	0	0	0	0	0	0	0.00187617260787992	0	0	0	0	0	0	0.00155732918045552	0.00202429149797571	0	0.0319788410675643	0	0.000745950554134697	0.0025304253524521	0	0.0141257188981939	0	0	0	0	0	0	0.00242986525292688	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;
Chryseobacterium	0	0	0	0	0.0314720812182741	0	0	0	0	0	0	0	0	0	0	0	0.0107962213225371	0	0	0	0.0028772378516624	0	0	0	0	0	0	0	0	0	0	0.00448143405889885	0.0183400683866957	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;
Roseburia	0.00650820599886814	0	0	0	0	0	0	0	0	0	0.0179434092477571	0.00274097761534947	0.0238210399032648	0.0135676842429849	0.0313841598815692	0	0	0	0	0.0242376856919468	0	0	0.0188083817217874	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;
Granulicatella	0	0	0.00503778337531486	0	0	0.0304594734124935	0.0147783251231527	0.0116810563737938	0.0168855534709193	0.0113859442481351	0	0	0	0	0	0.0103173058205178	0	0	0.00264486655446021	0	0.00458226768968457	0.00542234004096879	0	0.00454040964584805	0.0225646670335718	0.00507835171213001	0.0219196280305546	0.00398576512455516	0	0.00254452926208651	0.0046388336646786	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;
Conchiformibius	0	0	0	0	0.0131979695431472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00682011935208866	0	0	0	0	0	0	0	0	0	0	0.00768245838668374	0.0301523158221946	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Neisseriaceae;g__Conchiformibius;
Lachnospiraceae-NK4A136-group	0.00466893039049236	0	0	0	0	0	0	0	0	0	0	0.0228414801279123	0.00592503022974607	0.00292938637064447	0.0290155440414508	0	0	0	0	0	0	0	0.00201969199697046	0	0	0	0	0	0.0045772409408773	0	0	0	0	0.0163576881134133	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiraceae-NK4A136-group;
Leptotrichia	0	0.00165425971877585	0	0	0.00203045685279188	0.00413009808982963	0.00273672687465791	0.00406297613001524	0.0075046904315197	0.00981546917942678	0	0	0	0	0	0.00759197975472065	0	0	0.0281317624428949	0	0	0.00240992890709724	0	0.0108969831500353	0.00385250412768299	0.00754497968659315	0.0121222185320492	0.0120996441281139	0	0.00127226463104326	0.00397614314115308	0	0	0	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;
Xanthomonas	0	0	0	0	0.0274111675126904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0208268573204849	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;
Lactobacillus	0	0	0.0209907640638119	0	0.00609137055837563	0	0	0	0	0	0	0	0	0	0	0	0.0067476383265857	0.0188370188370188	0	0	0.013000852514919	0.0272321966501988	0	0.000504489960649783	0	0	0	0	0	0.00356234096692112	0.0185553346587144	0.00704225352112676	0.00621697233447311	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;
Janthinobacterium	0	0	0	0	0.0263959390862944	0	0	0	0	0	0	0	0	0	0	0	0.0182186234817814	0	0	0	0.0103367433930094	0.00180744668032293	0	0	0	0	0	0	0	0	0	0	0.00963630711843332	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Janthinobacterium;
Dolosigranulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00202429149797571	0.0253890253890254	0	0	0.00191815856777494	0.00542234004096879	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Dolosigranulum;
Enhydrobacter	0	0.0239867659222498	0.00671704450041982	0	0	0	0	0	0	0	0	0	0	0	0	0.000778664590227759	0	0	0.00120221207020918	0	0	0.00204843957103265	0	0	0	0	0	0	0	0.0190839694656489	0.00375524629997791	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Enhydrobacter;
Subdoligranulum	0	0	0	0	0	0	0	0	0	0	0.00924775707384403	0	0.0235792019347037	0.0203515263644773	0.0127313101406366	0	0	0	0	0.0109460516028147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum;
Flavobacterium	0	0	0	0.00659133709981168	0.0152284263959391	0	0	0	0	0	0	0	0	0	0	0	0.00472334682860999	0.0040950040950041	0	0	0.00500852514919011	0.00192794312567779	0	0	0	0	0	0	0	0	0	0.0233674775928297	0.018029219769972	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;
Enterococcus	0	0	0	0	0.0223350253807107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00963630711843332	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;
Simplicispira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0211377059372086	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Simplicispira;
Cutibacterium	0	0.00578990901571547	0.00923593618807725	0.00188323917137476	0	0	0	0	0	0	0	0	0	0	0	0	0.0209176788124157	0.00737100737100737	0.00841548449146429	0	0.0112958226768968	0.010483190745873	0	0.00252244980324892	0	0	0	0	0	0.00178117048346056	0.00684780207643031	0.000960307298335467	0.00217594031706559	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;
Ruminococcus-1	0	0	0	0	0	0	0	0	0	0	0	0.0206715395157606	0.00435308343409915	0.00308356460067838	0.00503330866025167	0	0.00337381916329285	0	0	0	0	0	0	0	0	0	0	0	0.00216147488874762	0.000508905852417303	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus-1;
Anaerostipes	0.00424448217317487	0	0	0	0	0	0	0	0	0	0.00193236714975845	0.0201005025125628	0.00241837968561064	0.00246685168054271	0	0	0	0	0	0	0	0	0.00795253723807119	0	0	0	0	0	0.00915448188175461	0	0	0	0	0.00872410032715376	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;
Desulfovibrio	0.00947934352009055	0	0	0	0	0	0	0	0	0	0.00552104899930987	0.00399725902238465	0.00253929866989117	0.00416281221091582	0.00355292376017765	0	0	0	0	0.00703674745895231	0	0	0.00366069174450896	0	0	0	0	0	0.0100445009535919	0	0	0	0	0.019629225736096	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;
Brevundimonas	0	0	0.00503778337531486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0192881500426257	0.00325340402458128	0	0	0	0	0	0	0	0.00788804071246819	0.00419703998232825	0.0028809218950064	0.00714951818464408	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;
Porphyromonas	0	0	0.00419815281276238	0	0.0152284263959391	0	0.00218938149972633	0	0	0.00196309383588536	0.000966183574879227	0	0	0	0	0.00525598598403738	0.00269905533063428	0.0040950040950041	0.00673238759317143	0	0.00905797101449275	0.00337390046993614	0	0.00655836948844718	0.00825536598789213	0.00478816018572258	0.0053138492195284	0.00512455516014235	0.00241576605212969	0.00152671755725191	0.00198807157057654	0.00832266325224072	0.0192726142368666	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;
Capnocytophaga	0	0	0	0.00282485875706215	0	0	0	0	0.00140712945590994	0	0	0	0	0	0	0.00175199532801246	0	0	0.019235393123347	0	0	0.00494035425954934	0	0.00867722732317627	0	0	0.00066423115244105	0.00142348754448399	0	0	0.00287165893527723	0.00128040973111396	0.00683866956792042	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;
Ruminococcus-2	0	0	0	0	0	0	0	0	0	0	0	0	0.00423216444981862	0.0188097440641381	0.0186528497409326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus-2;
Actinomyces	0	0	0	0	0	0.0149716055756324	0	0.0187912646013205	0.00984990619136961	0.00510404397330192	0	0	0	0	0	0.00525598598403738	0	0	0.00168309689829286	0	0.00106564364876385	0.00156645378961321	0	0.0030269397638987	0	0.0133488102147417	0.00564596479574892	0.00199288256227758	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;
Prevotella-6	0	0	0	0	0	0	0	0	0	0.00314095013741657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00319210679048172	0.00182663566921289	0.0180782918149466	0.000381436745073109	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella-6;
